source_file,source_page,raw_page_text
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,27,"Southeast Buyout Fundraise Timeline (Cont’d)
26
26
Closed funds
Final closing/anticipated final closing date
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
GPs in the market with their latest fund
GPs expected to launch during this period
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager 
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Allied Industrial Partners
Allied Industrial Partners I
2024
$300
TX
Blue Sage Capital
Blue Sage Capital IV
2025
$618
TX
Arbor Investments Management
Arbor Investments VI
2025
$1,200
FL
Genesis Park
GP Capital Partners II
2025
$300
TX
Falfurrias Management Partners
Falfurrias Capital Partners VI
2025
$1,350
NC
Pamlico Capital
Pamlico Capital VI
2026
$1,750
NC
Terminus Capital Partners
Terminus Capital Partners I
2025
$250
GA
Sole Source Capital
SSC Partners III
2025
$700
TX
Whistler Capital Partners
WCP Healthcare Partners I
2023
$300
TN
Peak Rock Capital
Peak Rock Capital IV
2024
$2,500
TX
Plexus Capital
Plexus Equity Fund II
2025
$345
NC
Ridgemont Equity Partners
Ridgemont Equity Partners V
2026
$3,975
NC
Arcline Investment Management
Arcline Capital Partners IV
2025
$6,000
TN
Palm Peak Capital
Palm Peak Capital Fund I
2025
$374
FL
Mangrove Equity Partners
Mangrove Investors IV
2025
$250
FL
Eir Partners
Eir Partners III
2026
$1,000
FL
ICV Partners
ICV Partners V
2023
$750*
FL
Citation
Citation Fund I
2023
$500*
TX
MiddleGround Capital
MiddleGround Partners III
2023
$800*
KY
H.I.G. Capital
H.I.G. Advantage Buyout Fund II
2022
$5,000*
FL
AUA Private Equity Partners
AUA Private Equity Fund III
2024
$525*
FL
Vista Equity Partners
Vista Foundation Fund V
2026
$4,000*
TX
Vista Equity Partners
Vista Equity Endeavor Fund III
2025
$1,030**
TX
Roark Capital Group
Roark Capital Partners VII
2026
$5,000*
GA
CapStreet Group
Capstreet VI
2026
$600*
TX
Warren Equity Partners
Warren Equity Partners Fund V
2025
$2,300*
FL
Braemont Capital
Braemont Partners II
2026
$500*
TX
Accelmed
Accelmed Partners III
2020**
$400**
FL
Carousel Capital
Carousel Capital Partners VII
2020**
$1,000*
NC
New Water Capital
New Water Capital Partners III
2022**
$250*
FL
Iron Path Capital
Iron Path Capital Fund II
2022**
$273**
TN
Havencrest Capital Management
Havencrest Healthcare Partners III
2022**
$356**
TX
Align Capital Partners
Align Capital Partners Fund IV
2022**
$620**
TX
Trivest Partners
Trivest Fund VIII
2022**
$950**
FL
Serent Capital
Serent Capital VI
2022**
$1,100**
TX
Sun Capital Partners
Sun Capital Partners IX
2022**
$1,417*
FL
Blue Sea Capital
Blue Sea Capital Fund IV
2023**
$618**
FL
Sky Island Capital
Sky Island Capital III
2024**
$300**
TX
Unity Partners
Unity Partners Fund II
2024**
$330**
TX
Trinity Hunt Partners
Trinity Hunt Partners VIII
2024**
$700**
TX
LongueVue Capital
LongueVue Capital Partners V
2021**
$600*
LA
CIC Partners
CIC VI
2022**
$250**
TX
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,28,"Southeast Buyout Fundraise Timeline (Cont’d)
27
27
Closed funds
Final closing/anticipated final closing date
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
GPs in the market with their latest fund
GPs expected to launch during this period
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager 
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Crossplane Capital
Crossplane Capital Fund III
2022**
$373**
TX
KLH Capital
KLH Capital Fund VI
2023**
$350*
FL
Shoreline Equity Partners
Shoreline Equity Partners Fund III
2023**
$450**
FL
LKCM Headwater Investments
LKCM Headwater Investments V
2023**
$975**
FL
Trivest Partners
Trivest Recognition Fund II
2023**
$1,300**
TX
Ara Partners
Ara Fund IV
2023**
$2,800**
TX
Sole Source Capital
SSC Partners IV
2025**
$700**
TX
Highpost Capital
HighPost Capital Fund II
2022**
$500*
FL
Rubicon Founders
Rubicon Fund III
2023**
$1,180**
TN
H.I.G. Capital
H.I.G. Middle Market LBO Fund V
2023**
$5,500**
FL
1876 Partners
1876 Partners Fund II
2024**
$255**
TX
Hidden Harbor Capital Partners
Hidden Harbor Capital Partners Fund IV
2024**
$800**
FL
Gauge Capital
Gauge Capital V
2024**
$1,400**
TX
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,29,"West Coast Buyout Market Map
28
28
Based on Preqin and Evercore PFG market intelligence.
Includes North America Westcoast buyout funds with vintages 2022.
1 Kingswood Capital Opportunities Fund II
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior fund size.
Fund Size
$800m
$1,600m
$400m
$10,000m
$1,200m
$2,000m
2022
OpenGate
Capital
Partners III
($400)
Angeles
Equity
Partners II
($540)
Bow River
Private
Equity Fund III
($590)
Kingswood
Capital
Fund II
($620)1
Martis
Partners IV
($779)
Lone View
Capital Fund I
($850)
Industrial
Growth
Partners VI
($1,200)
RUBICON
Technology
Partners IV
($1,700)
TPG
Healthcare
Partners II
($3,600)
TSG 9
($5,900)
TPG
Partners IX
($12,000)
Platinum
Equity Capital
Partners VI
($12,400)
Silver Lake
Partners VII
($20,500)
ACP 
Investment 
Fund IV
($550)
Varsity
Healthcare
Partners IV
($700)
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,30,"West Coast Buyout Market Map (Cont’d)
29
29
Based on Preqin and Evercore PFG market intelligence.
Includes North America Westcoast buyout funds with vintages 2023.
1 Accel-KKR Emerging Buyout Partners II
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior fund size.
Fund Size
$800m
$1,600m
$400m
$10,000m
$1,200m
$2,000m
Clearlake 
Capital 
Partners 
VIII 
($15,000*)
Encore 
Consumer 
Capital 
Fund IV 
($258)
Calera 
Capital 
Partners VI 
($555**)
Bertram 
Capital V 
($1,500)
Aurora
Equity
Partners VII
($2,100**)
Francisco
Partners
Agility III
($3,300)
Symphony
Technology
Group VII
($4,200)
Accel-KKR
Capital
Partners VII
($4,400)
Arcline 
Capital 
Partners III 
($4,500)
Alpine 
Investors IX 
($4,500)
K6 Private 
Investors 
($6,250*)
Genstar 
Capital 
Partners XI 
($12,600)
Hellman & 
Friedman
Capital
Partners XI 
($22,300)
2023
 
Green
Equity
Investors IX
($15,200)
Francisco
Partners VII
($13,500)
Seidler
Equity
Partners VIII
($1,250)
TriWest
Capital
Partners VI
(CAD650*)
Neos
Partners I
($830)
L Squared
Capital
Fund IV
($840)
Marlin
Heritage III
($900)
KLC
Fund II
($1,000)
Windjammer
Capital
Fund VI
($1,300)
Shamrock
Capital Content
Fund III
($600)
SkyKnight
Capital
Fund IV
($1,003)
LightBay
Investment
Partners II
($1,040)
Tower Arch 
Partners III 
($750)
Accel-KKR
Buyout
Partners II
($920)1
Pacific 
Avenue 
Fund I 
($500)
Estancia
Capital
Partners
Fund III
($350*)
FS
Equity
Partners IX
($2,000*)
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,31,"West Coast Buyout Market Map (Cont’d)
30
30
Fund Size
$800m
$1,600m
$400m
$10,000m
$1,200m
$2,000m
Sound
Growth
Partners
Fund I
($275)
Transom
Capital
Fund IV
($675)
Neos
Partners II
($1,400)
Architect
Equity
Fund I
($285)
Champlain
Capital
Partners IV
($340)
Truelink
Capital
($875)
FFL
Capital
Partners VI
($917**)
VMG
Consumer VI
($1,000*)
Kingswood
Capital
Fund III
($1,500)1
Percheron
Capital
Fund II
($1,550)
Platinum
Equity
Small Cap
Fund II
($2,282)
Frazier
Healthcare
Growth Buyout
Fund XI
($2,300)
Levine
Leichtman
Capital
Partners VII
($3,600)
Fernweh
Group I
($250*)
PIMCO EMD
Alpha Fund
($502)
Bertram
Ignite I
($260)
Teleo
Capital II
($350)
Excolere
Equity
Partners
Fund I
($400*)
Cimbal
Capital
Group Fund II
($500)
Marlin
Heritage
Europe III
(€1,000)
Luminate
Capital
Partners IV
($1,000*)
Patient
Square Equity
Partners II
($6,000*)
Shamrock
Capital Growth
Fund VI
($1,280)
Ares
Corporate
Opportunities
Fund VII
($6,000*)
Vector 
Velocity 
Fund
($300*)
Capitol 
Peak 
Partners 
Fund I
($350*)
Crest Rock 
Fund II
($500)
Insignia 
Capital 
Partners III
($500)
Curewell
Capital
Fund I
($535)
Enhanced
Healthcare
Partners II
($521**)
Seaside 
Equity 
Partners III
($565**)
Mountaingate
Capital Fund III
($570)
Vance Street
Capital IV
($775)
Brentwood
Private
Equity VII
($1,250*)2
Mainsail
Partners VII
($1,535)
Pacific
Avenue
Fund II
($1,650)
Revelstoke
Fund IV
($1,750*)3
TPG
Healthcare
Partners III
($3,600**)
Turn/River 
Capital VI
($2,500)
Oaktree 
Power
Fund VII 
($2,500*)4
TPG
Partners X
($12,000**)
Francisco
Partners VII
($14,000*)
2024
 
2025
Based on Preqin and Evercore PFG market intelligence.
Includes North America Westcoast buyout funds with vintages 2024 to 2025.
1 Kingswood Capital Opportunities Fund III
2 Brentwood Associates Private Equity VII
3 Revelstoke Capital Partners Fund IV
4 Oaktree Power Opportunities Fund VII
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior fund size.
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,32,"West Coast Buyout Market Map (Cont’d)
31
31
Based on Preqin and Evercore PFG market intelligence.
Includes North America Westcoast buyout funds with vintages from 2026 and Potentially returning to market.
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior fund size.
Fund Size
$800m
$1,600m
$400m
$10,000m
$1,200m
$2,000m
Encore 
Consumer 
Capital 
Fund V
($350)
STG
Allegro II
($1,300)
HGGC 
Fund V 
($2,540**)
Francisco
Partners
Agility IV
($4,000*)
Percheron
Capital
Fund III
($3,000)
Green Equity
Investors X
($13,500**)
2026
Red Iron 
Group II 
($376**)
Charger 
Investment 
Partners 
Fund II 
($376**)
Bow River 
Private 
Equity 
Fund IV
($500**)
Rainier 
Partners 
Fund II 
($300**)
Angeles
Equity
Partners III
($540**)
Varsity 
Healthcare 
Partners V 
($700**)
American
Pacific Group
Fund III
($700**)
Martis
Partners V
($779**)
Tower
Arch
Partners IV
($750**)
Excellere 
Partners V 
($875**)
Endeavour 
Capital 
Fund IX 
($850**)
True Wind 
Fund III 
($817**)
Accel-KKR
Emerging
Buyout
Partners III
($920**)
L Squared
Capital
Fund V
($840**)
Butterfly 
Fund III 
($1,000**)
Serent 
Capital VI 
($1,100**)
LightBay
Investment
Partners III
($1,040**)
SkyKnight
Capital
Fund V
($1,003**)
Sumeru
Equity
Partners
Fund V
($1,300**)
Industrial
Growth
Partners VII
($1,200**)
LLCP Lower
Middle
Market Fund IV
($1,378**)
Seidler
Equity
Partners IX
($1,250**)
Gryphon
Partners VII
($2,700**)
Jade Equity
Investors III
($3,600**)
GI
 Partners VII
($3,900**)
Accel-KKR
Capital
Partners VIII
($4,400**)
Alpine
Investors X
($4,500**)
RUBICON
Technology
Partners V
($1,700**)
Symphony
Technology
Group VIII
($4,200**)
TSG 10
($5,900**)
Genstar
Capital
Partners XII
($12,600**)
Hellman&
Friedman
Capital
Partners XII
($22,300**)
Potentially 
returning to market 
Torch Key 
Fund I
($500*)
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,33,"32
32
West Coast Buyout Fundraise Timeline
Closed funds
Final closing/anticipated final closing date
GPs in the market with their latest fund
GPs expected to launch during this period
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager 
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Francisco Partners
Francisco Partners Agility III
2023
$3,300
CA
Industrial Growth Partners
Industrial Growth Partners VI
2022
$1,200
CA
Francisco Partners
Francisco Partners VII
2023
$13,500
CA
Bow River Capital
Bow River Private Equity Fund III
2022
$590
CO
Leonard Green & Partners
Green Equity Investors IX
2023
$15,200
CA
Martis Capital
Martis Partners IV
2022
$779
CA
Alpine Investors
Alpine Investors IX
2023
$4,500
CA
TSG Consumer Partners
TSG 9
2022
$5,900
CA
Shamrock Capital
Shamrock Capital Content Fund III
2023
$600
CA
Kingswood Capital
Kingswood Capital Opportunities Fund II
2022
$620
CA
Varsity Healthcare Partners
Varsity Healthcare Partners IV
2022
$700
CA
Neos Partners
Neos Partners I
2023
$830
CA
Accel-KKR
Accel-KKR Emerging Buyout Partners II
2023
$920
CA
LightBay Capital
LightBay Investment Partners II
2023
$1,040
CA
STG
Symphony Technology Group VII
2023
$4,200
CA
Accel-KKR
Accel-KKR Capital Partners VII
2023
$4,400
CA
TPG
TPG Partners IX
2022
$12,000
CA
Pacific Avenue Capital
Pacific Avenue Fund I
2023
$500
CA
Arcline Investment Management
Arcline Capital Partners III
2023
$4,500
CA
Genstar Capital Partners
Genstar Capital Partners XI
2023
$12,600
CA
Seidler Equity Partners
Seidler Equity Partners VIII
2023
$1,250
CA
TriWest Capital Partners
TriWest Capital Partners VI
2023
CAD650*
AB
Calera Capital
Calera Capital Partners VI
2023
$555**
CA
Rubicon Technology Partners
RUBICON Technology Partners IV
2022
$1,700
CO
Angeles Equity Partners
Angeles Equity Partners II
2022
$540
CA
TPG
TPG Healthcare Partners II
2022
$3,600
CA
Hellman & Friedman
Hellman & Friedman Capital Partners XI
2023
$22,300
CA
L Squared Capital Partners
L Squared Capital Fund IV
2023
$840
CA
SkyKnight Capital
SkyKnight Capital Fund IV
2023
$1,003
CA
Tower Arch Capital
Tower Arch Partners III
2023
$750
UT
Silver Lake
Silver Lake Partners VII
2022
$20,500
CA
Encore Consumer Capital
Encore Consumer Capital Fund IV
2023
$258
CA
Lone View Capital
Lone View Capital Fund I
2022
$850
CA
Windjammer Capital Investors
Windjammer Capital Fund VI
2023
$1,300
CA
Percheron Capital
Percheron Capital Fund II
2024
$1,550
CA
Champlain Capital Partners
Champlain Capital Partners IV
2024
$340
CA
Bertram Capital
Bertram Capital V
2023
$1,500
CA
Sound Growth Partners
Sound Growth Partners Fund I
2024
$275
WA
OpenGate Capital
OpenGate Capital Partners III
2022
$400
CA
Platinum Equity
Platinum Equity Capital Partners VI
2022
$12,400
CA
Transom Capital Group
Transom Capital Fund IV
2024
$675
CA
Truelink Capital
Truelink Capital
2024
$875
CA
Knox Lane
KLC Fund II
2023
$1,000
CA
PIMCO
PIMCO EMD Alpha Fund
2024
$502
CA
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,34,"33
33
West Coast Buyout Fundraise Timeline (Cont’d)
Closed funds
Final closing/anticipated final closing date
GPs in the market with their latest fund
GPs expected to launch during this period
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager 
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Vance Street Capital
Vance Street Capital IV
2025
$775
CA
Shamrock Capital
Shamrock Capital Growth Fund VI
2024
$1,280
CA
Kingswood Capital
Kingswood Capital Opportunities Fund III
2024
$1,500
CA
Neos Partners
Neos Partners II
2024
$1,400
CA
Frazier Healthcare Partners
Frazier Healthcare Growth Buyout Fund XI
2024
$2,300
WA
Bertram Capital
Bertram Ignite I
2024
$260
CA
VMG Partners
VMG Consumer VI
2024
$1,000*
CA
Mountaingate Capital
Mountaingate Capital Fund III
2025
$570
CO
Marlin Equity Partners
Marlin Heritage Europe III
2024
EUR1,000
CA
Turn/River Capital
Turn/River Capital VI
2025
$2,500
CA
Enhanced Healthcare Partners
Enhanced Healthcare Partners II
2025
$521**
CA
Seaside Equity Partners
Seaside Equity Partners III
2025
$565**
CA
Mainsail Partners
Mainsail Partners VII
2025
$1,535
CA
Altamont Capital Partners
ACP Investment Fund IV
2022
$550
CA
Levine Leichtman Capital Partners
Levine Leichtman Capital Partners VII
2024
$3,600
CA
TELEO Capital
Teleo Capital II
2024
$350
ID
Aurora Capital Partners
Aurora Equity Partners VII
2023
$2,100**
CA
Platinum Equity
Platinum Equity Small Cap Fund II
2024
$2,282
CA
Architect Equity
Architect Equity Fund I
2024
$285
CA
Crest Rock Partners
Crest Rock Fund II
2025
$500
CO
Curewell Capital Management
Curewell Capital Fund I
2025
$535
CA
Pacific Avenue Capital
Pacific Avenue Fund II
2025
$1,650
CA
Capitol Peak Partners
Capitol Peak Partners Fund I
2025
$350*
CO
Insignia Capital Group
Insignia Capital Partners III
2025
$500
CA
Encore Consumer Capital
Encore Consumer Capital Fund V
2026
$350
CA
STG
STG Allegro II
2026
$1,300
CA
Percheron Capital
Percheron Capital Fund III
2026
$3,000
CA
Marlin Equity Partners
Marlin Heritage III
2023
$900
CA
Cimbal Capital Group
Cimbal Capital Group Fund II
2024
$500
CA
Brentwood Associates
Brentwood Associates Private Equity VII
2025
$1,250*
CA
Estancia Capital Partners
Estancia Capital Partners Fund III
2023
$350*
AZ
Excolere Equity Partners
Excolere Equity Partners Fund I
2024
$400*
CA
Freeman Spogli 
FS Equity Partners IX
2023
$2,000*
CA
Patient Square Capital
Patient Square Equity Partners II
2024
$6,000*
CA
Ares Management Corporation
Ares Corporate Opportunities Fund VII
2025
$6,000*
CA
K1 Investment Management
K6 Private Investors
2023
$6,250*
CA
Clearlake Capital Group
Clearlake Capital Partners VIII
2023
$15,000*
CA
FFL Partners
FFL Capital Partners VI
2024
$917**
CA
Vector Capital
Vector Velocity Fund
2025
$300*
CA
Luminate
Luminate Capital Partners IV
2024
$1,000*
CA
Oaktree Capital Management
Oaktree Power Opportunities Fund VII
2025
$2,500*
CA
Fernweh Group
Fernweh Group I
2024
$250*
CA
HGGC
HGGC Fund V
2026
$2,540**
CA
Leonard Green & Partners
Green Equity Investors X
2026
$13,500**
CA
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,35,"34
34
West Coast Buyout Fundraise Timeline (Cont’d)
Closed funds
Final closing/anticipated final closing date
GPs in the market with their latest fund
GPs expected to launch during this period
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager 
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Francisco Partners
Francisco Partners Agility IV
2026
$4,000*
CA
Francisco Partners
Francisco Partners VIII
2025
$14,000*
CA
Torch Key Asset Management
Torch Key Fund I
2026
$500*
CA
TPG
TPG Healthcare Partners III
2025
$3,600**
CA
TPG
TPG Partners X
2025
$12,000**
CA
Revelstoke Capital Partners
Revelstoke Capital Partners Fund IV
2025
$1,750*
CO
Gryphon Investors
Gryphon Partners VII
2020**
$2,700**
CA
Rainier Partners
Rainier Partners Fund II
2021**
$300**
WA
Charger Investment Partners
Charger Investment Partners Fund II
2021**
$376**
CA
True Wind Capital
True Wind Fund III
2021**
$817**
CA
Endeavour Capital
Endeavour Capital Fund IX
2021**
$850**
OR
Butterfly Equity
Butterfly Fund III
2021**
$1,000**
CA
Levine Leichtman Capital Partners
LLCP Lower Middle Market Fund IV
2021**
$1,378**
CA
Red Iron Group
Red Iron Group II
2022**
$376**
CA
Bow River Capital
Bow River Private Equity Fund IV
2022**
$500**
CO
American Pacific Group
American Pacific Group Fund III
2022**
$700**
CA
Serent Capital
Serent Capital VI
2022**
$1,100**
CA
Sumeru Equity Partners
Sumeru Equity Partners Fund V
2022**
$1,300**
CA
L Squared Capital Partners
L Squared Capital Fund V
2023**
$840**
CA
Accel-KKR
Accel-KKR Emerging Buyout Partners III
2023**
$920**
CA
Seidler Equity Partners
Seidler Equity Partners IX
2023**
$1,250**
CA
Hellman & Friedman
Hellman & Friedman Capital Partners XII
2023**
$22,300**
CA
Excellere Partners
Excellere Partners V
2021**
$875**
CO
Angeles Equity Partners
Angeles Equity Partners III
2022**
$540**
CA
Rubicon Technology Partners
RUBICON Technology Partners V
2022**
$1,700**
CO
SkyKnight Capital
SkyKnight Capital Fund V
2023**
$1,003**
CA
Alpine Investors
Alpine Investors X
2023**
$4,500**
CA
GI Partners
GI Partners VII
2021**
$3,900**
AZ
Varsity Healthcare Partners
Varsity Healthcare Partners V
2022**
$700**
CA
Martis Capital
Martis Partners V
2022**
$779**
CA
Industrial Growth Partners
Industrial Growth Partners VII
2022**
$1,200**
CA
Leonard Green & Partners
Jade Equity Investors III
2022**
$3,600**
CA
TSG Consumer Partners
TSG 10
2022**
$5,900**
CA
Tower Arch Capital
Tower Arch Partners IV
2023**
$750**
UT
LightBay Capital
LightBay Investment Partners III
2023**
$1,040**
CA
STG
Symphony Technology Group VIII
2023**
$4,200**
CA
Accel-KKR
Accel-KKR Capital Partners VIII
2023**
$4,400**
CA
Genstar Capital Partners
Genstar Capital Partners XII
2023**
$12,600**
CA
"
Evercore PFG - North America Buyout Market Map - H1 2026.pdf,36,"15 STANHOPE GATE
LONDON, W1K 1LN
TEL: +44 (0) 207 653 6000
55 EAST 52 ND STREET
NEW YORK, NY 10055
TEL: +1 (212) 857 3100
THREE EMBARCADERO CENTRE
SUITE 1450
SAN FRANCISCO, CA 94111
TEL: +1 (415) 989 8900
TWO EXCHANGE SQUARE 
CENTRAL, HONG KONG
TEL: +852 3983 2604
"
Evercore PFG - North America Growth Market Map - H1 2026.pdf,1,"Private Funds Group
North America Growth Market Map
H1 2026
"
Evercore PFG - North America Growth Market Map - H1 2026.pdf,2,"Disclaimer
1
This presentation (the ""Presentation"") is being furnished on a confidential basis for informational and discussion purposes only and does not constitute an 
offer to sell or a solicitation of an offer to purchase any security. Any such offer or solicitation with respect to any security or fund discussed herein shall be 
made only pursuant to a confidential private placement memorandum relating to such security or fund, which describes risks related to an investment in such 
security or fund as well as other important information about such security or fund and its sponsor. The information set forth herein does not purport to be 
complete and is subject to change. This Presentation is qualified in its entirety by all of the information set forth in any such memorandum, including without 
limitation all of the cautionary statements set forth in the front of a memorandum and the ""Risk Factors and Conflicts of Interest"" section of any such 
memorandum. Any such memorandum must be read carefully in its entirety prior to making an investment. This Presentation does not constitute a part of any 
memorandum of any fund. 
The information contained herein must be treated in a confidential manner and may not be reproduced, used or disclosed, in whole or in part, without the prior 
written consent of Evercore Group L.L.C. (“Evercore”). Disclosure to persons other than the recipient and its representatives is strictly prohibited. Past 
performance is not necessarily indicative of future results, and nothing herein is, or shall be relied on as, a promise or representation of future performance. 
There can be no assurance that any fund will achieve comparable results, that targeted returns, diversification or asset allocations will be met or that any fund 
will be able to implement its investment strategy and investment approach or achieve its investment objective. Actual returns on unrealized investments will 
depend on, among other factors, future operating results, the value of the assets and market conditions at the time of disposition, legal and contractual 
restrictions on transfer that may limit liquidity, any related transaction costs and the timing and manner of sale, all of which may differ from the assumptions 
and circumstances on which the valuations used in the prior performance data contained herein are based. Accordingly, the actual realized returns on 
unrealized investments may differ materially from the returns indicated herein. 
Statements contained in this Presentation that are not historical facts are based on current expectations, estimates, projections, opinions, and beliefs of the 
general partner of the Fund. Such statements involve known and unknown risks, uncertainties and other factors, and undue reliance should not be placed 
thereon. In addition, this Presentation contains ""forward-looking statements."" Actual events or results or the actual performance may differ materially from 
those reflected or contemplated in such forward-looking statements. 
Certain economic and market information contained herein has been obtained from published sources prepared by third parties and in certain cases has not 
been updated through the date hereof. While such sources are believed to be reliable, none of Evercore nor any of its affiliates have made any representation 
or warranty, express or implied, with respect to the fairness, correctness, accuracy, reasonableness or completeness of any of the information contained 
herein (including but not limited to information obtained from third parties unrelated to Evercore), and they expressly disclaim any responsibility or liability 
therefore. None of Evercore nor any of its affiliates have any responsibility to update any of the information provided in this summary document. 
THIS SUMMARY IS NOT INTENDED TO CONSTITUTE LEGAL, TAX, OR ACCOUNTING ADVICE OR INVESTMENT RECOMMENDATIONS. 
PROSPECTIVE INVESTORS SHOULD CONSULT THEIR OWN ADVISORS ABOUT SUCH MATTERS.
The products mentioned in this document may not be eligible for sale in some states or countries, nor suitable for all types of investors; their value and the 
income they produce may fluctuate and/or be adversely affected by exchange rates, interest rates, commodity prices or other factors. One or more directors, 
officers, and/or employees of Evercore or its affiliated companies may be a director of the issuer of the securities mentioned in this document. 
Photo credit: Bryce Canyon National Park, Utah from Pixabay.
"
Evercore PFG - North America Growth Market Map - H1 2026.pdf,3,"North America Growth H1 2026
A.
Northeast
B.
Midwest
C.
South and Southeast
D.
West Coast
3
11
14
17
Contents 
2
"
Evercore PFG - North America Growth Market Map - H1 2026.pdf,4,"3
Fund Size
3
$400m
$800m
$200m
$3,000m
$600m
$1,000m
Northeast Growth Market Map
Based on Preqin and Evercore PFG market intelligence.
Includes North America Northeast Growth funds with vintages from 2021 to 2022.
1 Ally Bridge Group Global Life Science Capital Partners V, L.P. 
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior fund size.
2021
2022
Victor
Capital
Partners
Fund II
($310)
Thayer
Street Partners
Opportunity
Fund II
($275)
Humble
Growth Fund I 
($313)
Greycroft 
Growth IV 
($432)
Patriot 
Financial 
Partners IV 
($300*)
Health 
Enterprise 
Partners IV 
($250*)
GPI Capital
Equity
Opportunities
Fund II
($750*)
L Catterton 
Growth
Partners V
($1,000)
Coatue
Growth Fund V
($7,700)
Ally Bridge
Group Global 
Capital 
Partners V 
($435*)1
Idealist
Climate
Impact Fund
(CAD500*)
Raine 
Partners IV 
($763)
270
Growth Fund I
($869)
TQ 
Ventures 
III Growth 
($346*)
1315
Capital III 
($350)
The
Evolution
Technology
Fund III
($1,100)
Stripes VI 
($1,435)
BlackRock
Growth
Equity Fund
($557)
JMI Equity
Fund XI
($2,400)
General
Catalyst
Group XI – 
Endurance
($2,700)
KKR Next
Generation
Technology
Growth Fund III
($3,000)
NEA 18
Venture
Growth Equity
($3,180)
Blackstone
Growth II
($7,000*)
RedBird
Capital
Partners
Fund IV
($4,700)
AEA 
Growth 
Fund 
($384)
Revolution
Growth IV
($500*)
Ampersand
2023
($1,200)
Oak HC/FT
Partners
Fund V
($1,940)
Warburg
Pincus
Global
Growth 14
($17,308)
Columbia
Spectrum
Partners V
($1,750)
"
